Frame,"Comp_Sky (ms)","G-Buffer (ms)","RT (ms)","SVGF_Spatial_1 (ms)","SVGF_Spatial_16 (ms)","SVGF_Spatial_2 (ms)","SVGF_Spatial_4 (ms)","SVGF_Spatial_8 (ms)","SVGF_Temp (ms)"
5474,0.050848,0.480064,2.26413,0.268192,0.265472,0.253824,0.24976,0.506784,0.266144
5475,0.05056,0.48336,2.26285,0.26816,0.25792,0.255904,0.250784,0.251808,0.268192
5476,0.05008,0.484896,2.27197,0.27024,0.257952,0.254848,0.24976,0.251808,0.268192
5477,0.050624,0.688576,2.26646,0.268192,0.258944,0.255904,0.247712,0.249728,0.268192
5478,0.05056,0.485632,2.5344,0.26816,0.25792,0.255872,0.24976,0.251776,0.280448
5479,0.050016,0.482624,2.27229,0.26816,0.25792,0.255872,0.24976,0.24976,0.268192
5480,0.050816,0.481504,2.26454,0.268192,0.258944,0.255904,0.24976,0.24976,0.268192
5481,0.050176,0.486528,2.26016,0.26816,0.257952,0.253824,0.251776,0.250752,0.266144
5482,0.050272,0.480608,2.71555,0.268192,0.257952,0.255904,0.24976,0.24976,0.27024
5483,0.051104,0.484864,2.2705,0.268192,0.258944,0.255904,0.24976,0.251808,0.266144
5484,0.05072,0.483104,2.27312,0.26816,0.25792,0.255872,0.24976,0.250784,0.268192
5485,0.050208,0.483488,2.27152,0.26816,0.257952,0.255872,0.250752,0.24976,0.266112
5486,0.051488,0.76096,2.2737,0.268192,0.257952,0.255904,0.24976,0.251808,0.268192
5487,0.050592,0.484352,2.26806,0.26816,0.258944,0.255904,0.24976,0.251808,0.268192
5488,0.05024,0.482784,2.2759,0.268256,0.257952,0.253728,0.250784,0.251776,0.268192
5489,0.050976,0.4808,2.27277,0.268192,0.26,0.510848,0.253184,0.251808,0.266144
5490,0.050592,0.483712,2.2711,0.270208,0.259968,0.255904,0.24976,0.24976,0.269216
5491,0.050368,0.481152,2.27901,0.268192,0.257952,0.255904,0.249728,0.24976,0.266144
5492,0.051008,0.484096,2.26774,0.268192,0.257952,0.255904,0.24976,0.24976,0.268192
5493,0.050848,0.481024,2.54147,0.268192,0.257952,0.253824,0.249728,0.251776,0.26816
5494,0.0504,0.484288,2.27674,0.268192,0.25792,0.255904,0.24976,0.250784,0.266144
5495,0.051104,0.485376,2.26749,0.268192,0.25792,0.255904,0.248736,0.251776,0.268192
5496,0.050624,0.483648,2.27085,0.268192,0.25792,0.254848,0.24976,0.24976,0.266112
5497,0.05056,0.485824,2.74416,0.268192,0.257952,0.253856,0.24976,0.251808,0.268192
5498,0.05072,0.484448,2.27078,0.268192,0.257952,0.255904,0.249728,0.251808,0.267168
5499,0.050464,0.486752,2.26291,0.26816,0.25792,0.255904,0.249728,0.249728,0.268192
5500,0.05056,0.476864,2.27853,0.268192,0.257952,0.255904,0.249728,0.251808,0.266144
5501,0.0512,0.487648,2.26704,0.268192,0.258976,0.255904,0.251776,0.251808,0.268192
5502,0.05072,0.481952,2.26963,0.266112,0.25792,0.253824,0.249728,0.250752,0.268192
5503,0.050336,0.483488,2.28112,0.268192,0.257952,0.254848,0.24976,0.251776,0.266144
5504,0.051584,0.488128,2.27078,0.271552,0.261376,0.255904,0.251808,0.39616,0.525216
5505,0.050912,0.484928,2.26742,0.268192,0.26,0.253824,0.250784,0.249728,0.268192
5506,0.04992,0.482208,2.27645,0.269216,0.257952,0.255904,0.249728,0.24976,0.266112
5507,0.050976,0.48448,2.27194,0.268192,0.25792,0.255904,0.24976,0.251808,0.267168
5508,0.050816,0.482752,2.55565,0.266112,0.25792,0.253824,0.249728,0.251808,0.268192
5509,0.050048,0.482976,2.2776,0.268192,0.257952,0.254848,0.24976,0.251776,0.266144
5510,0.050816,0.484096,2.27117,0.267168,0.257952,0.255904,0.24976,0.24976,0.268192
5511,0.050528,0.482304,2.26832,0.26816,0.25792,0.255872,0.24976,0.249728,0.267136
5512,0.050656,0.754496,2.2769,0.27024,0.25792,0.255904,0.24976,0.251776,0.268192
5513,0.050816,0.482592,2.27142,0.26816,0.258944,0.255872,0.24976,0.251808,0.26816
5514,0.050368,0.482176,2.27472,0.26816,0.25792,0.253824,0.251808,0.250752,0.268192
5515,0.050848,0.48432,2.28029,0.268192,0.26,0.253856,0.515968,0.257312,0.266144
5516,0.05072,0.483648,2.27398,0.268192,0.257952,0.25488,0.24976,0.251808,0.266144
5517,0.050464,0.48272,2.27037,0.267136,0.25792,0.253824,0.249728,0.249728,0.266144
5518,0.0504,0.480448,2.28067,0.268192,0.25792,0.255904,0.249728,0.251808,0.267168
5519,0.051008,0.489248,2.544,0.26816,0.25792,0.253824,0.24976,0.24976,0.274304
5520,0.050496,0.481888,2.2729,0.268192,0.25792,0.255904,0.249728,0.249728,0.266144
5521,0.050304,0.48768,2.28042,0.26816,0.257952,0.255872,0.24976,0.250784,0.266144
5522,0.0512,0.478464,2.27069,0.268192,0.257952,0.255904,0.248736,0.251776,0.268192
5523,0.050816,0.481856,2.55789,0.26816,0.25792,0.255872,0.249728,0.251808,0.26816
5524,0.050144,0.478496,2.28032,0.267168,0.25792,0.253856,0.249728,0.24976,0.266112
5525,0.05104,0.482368,2.27069,0.268192,0.257952,0.255904,0.24976,0.251808,0.267168
5526,0.050528,0.480992,2.27158,0.26816,0.25792,0.255904,0.249728,0.251808,0.266144
5527,0.050688,0.763232,2.45888,0.268192,0.257952,0.255904,0.24976,0.249728,0.266112
5528,0.051008,0.483456,2.27562,0.270208,0.25792,0.255872,0.24976,0.251776,0.267168
5529,0.050496,0.482176,2.2729,0.26816,0.25792,0.253824,0.251808,0.249728,0.268192
5530,0.051776,0.482944,2.27942,0.27024,0.407456,0.42896,0.253056,0.251808,0.266112
5531,0.051232,0.481632,2.27635,0.26816,0.257952,0.253856,0.24976,0.250784,0.268192
5532,0.050368,0.482752,2.27168,0.26816,0.26,0.255872,0.250752,0.249728,0.266144
5533,0.049952,0.4832,2.2784,0.268192,0.257952,0.25488,0.24976,0.251808,0.266144
5534,0.051712,0.487712,2.55354,0.268192,0.257952,0.253856,0.24976,0.249728,0.266144
5535,0.050464,0.480448,2.27114,0.268192,0.25792,0.253856,0.250784,0.249728,0.266112
5536,0.050464,0.484544,2.28045,0.268192,0.25792,0.254848,0.24976,0.24976,0.266144
5537,0.05088,0.480256,2.27866,0.267168,0.25792,0.253824,0.24976,0.249728,0.266144
5538,0.05088,0.484864,2.55149,0.268192,0.25792,0.253824,0.251808,0.251808,0.266144
5539,0.050048,0.483904,2.28611,0.26816,0.25792,0.255872,0.24976,0.24976,0.266144
5540,0.050688,0.487584,2.2767,0.268192,0.25792,0.253856,0.251808,0.24976,0.266144
5541,0.051008,0.483968,2.2759,0.268192,0.267552,0.253824,0.249728,0.49344,0.268192
5542,0.050592,0.481344,2.28474,0.268192,0.257952,0.253824,0.250752,0.24976,0.266112
5543,0.05056,0.484384,2.27878,0.266144,0.257952,0.254848,0.24976,0.249728,0.266144
5544,0.050336,0.478592,2.27245,0.269216,0.25792,0.253824,0.249728,0.249728,0.266144
5545,0.050688,0.484352,2.2871,0.267424,0.25792,0.25584,0.249728,0.251808,0.544672
5546,0.051072,0.484224,2.27277,0.268192,0.257952,0.255904,0.247712,0.251808,0.266144
5547,0.050592,0.484576,2.2752,0.26816,0.25792,0.255872,0.24976,0.249728,0.266112
5548,0.050528,0.481216,2.28064,0.268192,0.257952,0.255904,0.24976,0.250784,0.266144
5549,0.051744,0.482624,2.65082,0.268192,0.257952,0.253856,0.249728,0.24976,0.27024
5550,0.050656,0.484576,2.27523,0.268192,0.25792,0.255904,0.249728,0.251776,0.26816
5551,0.05072,0.483488,2.28512,0.268192,0.256896,0.253824,0.24976,0.251776,0.266112
5552,0.0512,0.485184,2.27677,0.268192,0.257952,0.255904,0.24976,0.250784,0.266144
5553,0.050912,0.75504,2.27802,0.268192,0.25792,0.255904,0.249728,0.251808,0.268192
5554,0.049216,0.487712,2.29213,0.268192,0.256928,0.255904,0.24976,0.251808,0.266112
5555,0.050944,0.48512,2.27942,0.26816,0.257952,0.253856,0.24976,0.250784,0.266112
5556,0.050944,0.478944,2.27834,0.268192,0.26,0.255904,0.512896,0.255168,0.268192
5557,0.050112,0.483328,2.28282,0.268192,0.257952,0.25488,0.249728,0.24976,0.266144
5558,0.050624,0.48352,2.27645,0.269216,0.257952,0.255904,0.24976,0.249728,0.266144
5559,0.050304,0.480064,2.2759,0.268192,0.25792,0.255904,0.249728,0.249728,0.266144
5560,0.04992,0.482112,2.5624,0.268192,0.257952,0.253856,0.24976,0.24976,0.274336
5561,0.051168,0.486912,2.27914,0.266144,0.256928,0.255904,0.249728,0.251808,0.266144
5562,0.0504,0.482048,2.27475,0.26816,0.25792,0.255872,0.249728,0.250784,0.266144
5563,0.050208,0.489312,2.2863,0.26816,0.257952,0.253856,0.250784,0.24976,0.266144
5564,0.050944,0.483904,2.55482,0.268192,0.26,0.253856,0.24976,0.249728,0.268192
5565,0.050688,0.490944,2.27638,0.269216,0.25792,0.255904,0.24976,0.24976,0.26816
5566,0.049504,0.479072,2.28637,0.268192,0.257952,0.253856,0.247712,0.24976,0.26512
5567,0.053056,0.483648,2.2743,0.268192,0.257952,0.253856,0.24976,0.251808,0.266144
5568,0.050784,0.762688,2.2761,0.26816,0.25792,0.255904,0.24976,0.249728,0.266112
5569,0.049728,0.478592,2.28925,0.268192,0.256896,0.255904,0.24976,0.24976,0.266144
5570,0.050624,0.482592,2.27968,0.26816,0.257952,0.255872,0.24976,0.250784,0.266144
5571,0.050496,0.482208,2.27891,0.26816,0.25792,0.512896,0.253184,0.251808,0.266144
5572,0.050336,0.481312,2.28666,0.268192,0.257952,0.255904,0.24976,0.251808,0.26512
5573,0.050624,0.482656,2.28003,0.268192,0.257952,0.255904,0.24976,0.249728,0.266112
5574,0.050464,0.483904,2.27389,0.268192,0.25792,0.255904,0.249728,0.249728,0.266112
5575,0.050176,0.48,2.54877,0.424864,0.25792,0.257248,0.24976,0.251776,0.266112
5576,0.051104,0.479776,2.27683,0.268192,0.259968,0.253856,0.249728,0.251808,0.266144
5577,0.050336,0.482528,2.27459,0.266112,0.25792,0.253824,0.249728,0.24976,0.266144
5578,0.05008,0.477664,2.28093,0.27024,0.256928,0.253856,0.24976,0.249728,0.266112
5579,0.051168,0.487264,2.56256,0.26816,0.257952,0.253824,0.24976,0.251776,0.266112
5580,0.050112,0.483808,2.2776,0.268192,0.25792,0.253824,0.249728,0.249728,0.266144
5581,0.050272,0.484512,2.28224,0.268192,0.256896,0.253856,0.249728,0.24976,0.266144
5582,0.050592,0.4872,2.27859,0.268192,0.265472,0.253824,0.24976,0.499616,0.266144
5583,0.050208,0.485888,2.27597,0.26816,0.25792,0.255904,0.248704,0.24976,0.26816
5584,0.050112,0.483616,2.27987,0.268192,0.257952,0.25488,0.24976,0.249728,0.266144
5585,0.050624,0.480704,2.27683,0.269216,0.25792,0.255904,0.249728,0.24976,0.266144
5586,0.050912,0.483136,2.50854,0.266144,0.25792,0.253824,0.249728,0.24976,0.278592
5587,0.04992,0.485792,2.28432,0.26816,0.25792,0.253856,0.24976,0.24976,0.266112
5588,0.050912,0.4832,2.27424,0.26816,0.258976,0.253856,0.24976,0.24976,0.266144
5589,0.05056,0.480736,2.2737,0.26816,0.25792,0.253824,0.249728,0.250752,0.266144
5590,0.05104,0.48416,2.56224,0.26816,0.25792,0.253824,0.24976,0.24976,0.26816
5591,0.05088,0.483456,2.27533,0.266144,0.257952,0.254848,0.24976,0.249728,0.266144
5592,0.0504,0.48416,2.27718,0.269216,0.26,0.253824,0.249728,0.249728,0.266112
5593,0.0504,0.48096,2.2807,0.268192,0.257952,0.253856,0.24976,0.251808,0.267168
5594,0.05072,0.48976,2.56198,0.268192,0.25792,0.255904,0.251808,0.251776,0.266144
5595,0.0504,0.48336,2.26922,0.26816,0.25792,0.255872,0.24976,0.251776,0.266112
5596,0.050176,0.4856,2.28102,0.27024,0.258976,0.255904,0.24976,0.251808,0.266112
5597,0.05056,0.483392,2.27411,0.26816,0.259968,0.255872,0.512928,0.25728,0.266144
5598,0.05104,0.645856,2.27178,0.268192,0.25792,0.253824,0.249728,0.249728,0.266144
5599,0.05024,0.48144,2.28464,0.268192,0.258976,0.255904,0.249728,0.251808,0.266144
5600,0.051104,0.483488,2.27574,0.268192,0.25792,0.255904,0.24976,0.250784,0.266112
5601,0.05088,0.48048,2.54515,0.266112,0.25792,0.253824,0.249728,0.251808,0.268192
5602,0.050048,0.48736,2.27958,0.268192,0.256896,0.255904,0.24976,0.251808,0.266112
5603,0.05088,0.486208,2.27142,0.268192,0.26,0.255904,0.250784,0.251808,0.266144
5604,0.050464,0.485824,2.27107,0.268192,0.259968,0.25488,0.249728,0.251808,0.266112
5605,0.050848,0.478752,2.56378,0.270208,0.257984,0.253824,0.24976,0.251776,0.266144
5606,0.050592,0.481472,2.27146,0.26816,0.26,0.255872,0.24976,0.251776,0.267136
5607,0.050592,0.479808,2.27062,0.26816,0.25792,0.255872,0.251808,0.251808,0.266144
5608,0.050688,0.481824,2.28173,0.268192,0.257952,0.255904,0.24976,0.251808,0.266112
5609,0.051328,0.761248,2.27293,0.26816,0.258944,0.255872,0.251808,0.251808,0.266144
5610,0.050496,0.486304,2.27178,0.268192,0.259968,0.255904,0.251808,0.252832,0.266144
5611,0.050336,0.482592,2.27894,0.26816,0.259968,0.255872,0.250752,0.251808,0.266112
5612,0.0512,0.483456,2.27165,0.519072,0.26,0.261312,0.251808,0.251808,0.266144
5613,0.05008,0.483968,2.26874,0.26816,0.25792,0.255904,0.249728,0.251808,0.267136
5614,0.049696,0.483808,2.28266,0.268192,0.25792,0.255904,0.251776,0.251808,0.266144
5615,0.050592,0.484192,2.26906,0.268192,0.259968,0.255904,0.249728,0.251808,0.266144
5616,0.050816,0.482656,2.54922,0.26816,0.25792,0.255904,0.249728,0.251808,0.266144
5617,0.049792,0.488896,2.28342,0.268192,0.25792,0.255904,0.250784,0.251808,0.266144
5618,0.05088,0.486816,2.2713,0.268192,0.26,0.256928,0.24976,0.251808,0.266112
5619,0.050336,0.482208,2.26861,0.269184,0.26,0.255872,0.251808,0.251808,0.266144
5620,0.050368,0.490368,2.73066,0.268192,0.257952,0.255904,0.24976,0.251808,0.266144
5621,0.0512,0.481472,2.26947,0.26816,0.259968,0.256928,0.249728,0.251808,0.268192
5622,0.050368,0.485984,2.26624,0.269216,0.26,0.253824,0.251808,0.251808,0.266112
5623,0.0504,0.48272,2.27421,0.268288,0.263328,0.257824,0.251808,0.506784,0.267168
5624,0.051104,0.48592,2.26803,0.26816,0.259968,0.25792,0.250752,0.251808,0.266144
5625,0.050016,0.48736,2.26528,0.266112,0.259968,0.256928,0.251808,0.251776,0.266112
5626,0.050304,0.482272,2.27478,0.269216,0.26,0.255904,0.251808,0.251776,0.266112
5627,0.051168,0.485856,2.26768,0.267552,0.26,0.255904,0.401312,0.257248,0.445344
5628,0.05008,0.481184,2.26806,0.26816,0.259968,0.256928,0.251776,0.251808,0.266144
5629,0.050016,0.479616,2.2761,0.271264,0.26,0.255904,0.24976,0.251808,0.266144
5630,0.051008,0.485696,2.26771,0.268192,0.26,0.255904,0.251808,0.251776,0.267168
5631,0.050976,0.4808,2.54029,0.26816,0.26,0.255904,0.251808,0.251776,0.266144
5632,0.049952,0.481696,2.27917,0.269184,0.26,0.255872,0.251808,0.251808,0.266144
5633,0.050368,0.479648,2.2696,0.26816,0.26,0.255872,0.251808,0.251808,0.267136
5634,0.050304,0.480832,2.26851,0.268192,0.259968,0.255872,0.251808,0.251776,0.266112
5635,0.049984,0.756416,2.27866,0.268192,0.259968,0.255904,0.251776,0.251808,0.266144
5636,0.050528,0.479232,2.26758,0.268192,0.258976,0.255904,0.251808,0.251808,0.266112
5637,0.050656,0.480544,2.26822,0.27024,0.259968,0.255904,0.24976,0.2528,0.266112
5638,0.050592,0.482624,2.27878,0.268192,0.26,0.257952,0.503776,0.255136,0.266144
5639,0.050944,0.48544,2.26662,0.26816,0.259968,0.256928,0.251776,0.251808,0.266144
5640,0.050144,0.482464,2.26803,0.26816,0.259968,0.255872,0.251808,0.251776,0.267168
5641,0.050016,0.481344,2.27488,0.27024,0.26,0.257952,0.251808,0.251776,0.266144
5642,0.051296,0.484096,2.54128,0.268192,0.26,0.255904,0.251808,0.251776,0.268192
5643,0.050336,0.481888,2.26614,0.26816,0.261024,0.255872,0.251776,0.251808,0.266144
5644,0.049824,0.48384,2.27779,0.27024,0.259968,0.255904,0.251808,0.252832,0.266144
5645,0.050784,0.483808,2.26816,0.26816,0.26,0.256928,0.251808,0.253824,0.266112
5646,0.05024,0.482144,2.70579,0.268192,0.259968,0.255904,0.251808,0.251776,0.268192
5647,0.050144,0.479968,2.27702,0.268256,0.259968,0.255808,0.251808,0.252832,0.266144
5648,0.050688,0.482944,2.26704,0.26816,0.262048,0.25792,0.250784,0.251776,0.266144
5649,0.059168,0.486144,2.26438,0.27024,0.511904,0.256928,0.251808,0.251776,0.266144
5650,0.050048,0.48416,2.27744,0.268192,0.26,0.25792,0.251808,0.252832,0.266144
5651,0.050368,0.482144,2.26934,0.268192,0.259968,0.255904,0.250784,0.251776,0.266144
5652,0.049984,0.481632,2.25923,0.27024,0.259968,0.256928,0.251776,0.253856,0.266144
5653,0.050496,0.48192,2.27178,0.528288,0.26,0.263392,0.253856,0.253856,0.268192
5654,0.050752,0.482752,2.26506,0.268192,0.26,0.255904,0.251808,0.253824,0.267168
5655,0.050144,0.483328,2.26246,0.26816,0.259968,0.255872,0.251808,0.253824,0.268192
5656,0.049856,0.48224,2.27373,0.268192,0.26,0.255904,0.251808,0.251808,0.266144
5657,0.051072,0.486368,2.54301,0.268192,0.259968,0.255904,0.251808,0.251776,0.266144
5658,0.050272,0.48352,2.25981,0.26816,0.259968,0.255872,0.250752,0.251776,0.26816
5659,0.049728,0.481504,2.27395,0.268192,0.262016,0.256896,0.251808,0.253856,0.266144
5660,0.050496,0.481088,2.26294,0.269184,0.259776,0.255872,0.251808,0.251968,0.266144
5661,0.050432,0.485344,2.53984,0.26816,0.259968,0.257952,0.253856,0.251776,0.268192
5662,0.049568,0.4848,2.26973,0.270208,0.262016,0.255872,0.251808,0.253856,0.267168
5663,0.050368,0.490464,2.26506,0.270208,0.262016,0.25792,0.251808,0.253856,0.266144
5664,0.050144,0.488256,2.26186,0.26816,0.26752,0.257952,0.251776,0.509856,0.266144
5665,0.050208,0.483392,2.26909,0.26816,0.26,0.257952,0.252832,0.253856,0.266112
5666,0.050176,0.488064,2.26464,0.26816,0.262048,0.256928,0.251808,0.251776,0.26816
5667,0.050336,0.485024,2.26227,0.269184,0.259968,0.25792,0.251808,0.253856,0.266112
5668,0.050304,0.48176,2.2657,0.271616,0.263392,0.257952,0.251808,0.40848,0.510848
5669,0.049888,0.486304,2.26179,0.268192,0.26,0.256896,0.251808,0.253856,0.266144
5670,0.050016,0.4816,2.26467,0.269184,0.262048,0.257952,0.251808,0.253856,0.266144
5671,0.049792,0.488736,2.27101,0.27024,0.26,0.255904,0.251808,0.253856,0.267168
5672,0.05072,0.481952,2.54605,0.27024,0.26,0.255904,0.251808,0.251776,0.266144
5673,0.050528,0.486176,2.25875,0.269184,0.262048,0.257952,0.251776,0.253824,0.266144
5674,0.048736,0.483584,2.2712,0.268192,0.26,0.257952,0.251808,0.253856,0.267168
5675,0.050592,0.485888,2.26413,0.26816,0.261824,0.257952,0.251808,0.251968,0.266112
5676,0.050336,0.762528,2.26499,0.270208,0.262016,0.25792,0.251776,0.253856,0.26816
5677,0.049824,0.484416,2.272,0.26816,0.261024,0.257952,0.251776,0.251808,0.266112
5678,0.050688,0.484704,2.26666,0.268192,0.262016,0.255904,0.251808,0.252832,0.266144
5679,0.0504,0.480032,2.26256,0.270208,0.262016,0.257952,0.505728,0.255168,0.266144
5680,0.04992,0.483136,2.27341,0.269216,0.26,0.257952,0.251808,0.253824,0.266144
5681,0.05056,0.484192,2.26304,0.268192,0.259968,0.25792,0.253856,0.253856,0.267168
5682,0.049952,0.478752,2.26867,0.27024,0.262048,0.257952,0.251776,0.253856,0.268192
5683,0.049888,0.478976,2.54902,0.27024,0.259968,0.257952,0.251808,0.251808,0.272256
5684,0.0504,0.485952,2.26134,0.26816,0.26304,0.25792,0.253824,0.253856,0.266144
5685,0.050048,0.4832,2.2633,0.26816,0.259968,0.257952,0.251808,0.252832,0.266144
5686,0.049408,0.484736,2.26906,0.268192,0.262016,0.257952,0.252832,0.253856,0.266144
5687,0.050368,0.483424,2.54714,0.268192,0.26,0.255904,0.251808,0.251808,0.266144
5688,0.050208,0.489216,2.26374,0.27024,0.262016,0.255872,0.251776,0.251776,0.267136
5689,0.049888,0.482304,2.27232,0.270208,0.259968,0.255872,0.251808,0.253856,0.266144
5690,0.051968,0.487136,2.26742,0.268192,0.259968,0.25792,0.251808,0.253856,0.266144
5691,0.05008,0.4808,2.4432,0.268192,0.259968,0.257952,0.251776,0.253856,0.268192
5692,0.049696,0.479264,2.27056,0.27024,0.26,0.257952,0.251776,0.253824,0.266112
5693,0.05056,0.479552,2.45248,0.27024,0.262016,0.25792,0.251808,0.253856,0.266144
5694,0.050496,0.483904,2.25888,0.270208,0.262016,0.529312,0.257312,0.253824,0.271264
5695,0.050048,0.486368,2.27398,0.269184,0.262016,0.257952,0.251776,0.251808,0.266144
5696,0.051072,0.48336,2.26541,0.27024,0.262016,0.25792,0.251808,0.253856,0.267168
5697,0.050272,0.482624,2.26176,0.26816,0.259968,0.25792,0.251776,0.253856,0.266112
5698,0.050656,0.488192,2.55062,0.27024,0.26,0.255904,0.251808,0.253824,0.266144
5699,0.050592,0.486752,2.27011,0.27024,0.262048,0.258976,0.251776,0.253856,0.268192
5700,0.050272,0.4864,2.26461,0.269184,0.262048,0.257952,0.253856,0.253824,0.26816
5701,0.050048,0.48288,2.27091,0.268192,0.262048,0.257952,0.253856,0.253856,0.267168
5702,0.050944,0.489568,2.53437,0.27024,0.262048,0.257952,0.251808,0.253856,0.268192
5703,0.050272,0.482048,2.26538,0.26816,0.259968,0.25792,0.251776,0.253824,0.26816
5704,0.049792,0.482688,2.27341,0.27024,0.262048,0.25792,0.251808,0.252832,0.268192
5705,0.050944,0.481184,2.26474,0.270208,0.264096,0.257952,0.50576,0.257216,0.266144
5706,0.04992,0.48432,2.26314,0.26816,0.262016,0.256896,0.253856,0.253856,0.26816
5707,0.049888,0.483456,2.27443,0.269216,0.262016,0.255904,0.251776,0.251776,0.268192
5708,0.050272,0.48544,2.26451,0.268192,0.262048,0.257952,0.251808,0.253856,0.267168
5709,0.050336,0.484192,2.5369,0.26816,0.262048,0.257952,0.251776,0.251776,0.276384
5710,0.049728,0.478976,2.2697,0.268192,0.260992,0.257952,0.251968,0.253664,0.266144
5711,0.050624,0.481248,2.26826,0.27024,0.262016,0.257952,0.251776,0.252832,0.26816
5712,0.049824,0.483328,2.26166,0.27024,0.262048,0.255872,0.2528,0.253856,0.268192
5713,0.049856,0.48016,2.72106,0.27024,0.262048,0.255904,0.251808,0.253856,0.268192
5714,0.0504,0.484928,2.26269,0.268192,0.262016,0.257952,0.251808,0.252832,0.266144
5715,0.049632,0.480512,2.26624,0.26816,0.262016,0.25792,0.252832,0.253856,0.268192
5716,0.05024,0.477984,2.27405,0.270208,0.262048,0.256928,0.251808,0.253824,0.266144
5717,0.050848,0.744896,2.26784,0.270208,0.260992,0.255872,0.251808,0.253856,0.268192
5718,0.050208,0.487392,2.26765,0.272288,0.262016,0.257952,0.251776,0.252832,0.26816
5719,0.049984,0.484576,2.27494,0.268192,0.26,0.256928,0.253856,0.253824,0.266144
5720,0.050432,0.484704,2.26419,0.517024,0.262048,0.43344,0.2552,0.253824,0.266144
5721,0.0496,0.48496,2.26048,0.269216,0.262016,0.257952,0.251776,0.253824,0.268192
5722,0.049472,0.487584,2.27456,0.27024,0.260096,0.257952,0.253856,0.253856,0.267136
5723,0.050816,0.483456,2.26336,0.268192,0.262048,0.255904,0.251808,0.253856,0.266144
5724,0.050272,0.486112,2.5503,0.26816,0.262048,0.257952,0.251776,0.253856,0.266112
5725,0.04976,0.489248,2.27187,0.27024,0.262048,0.257952,0.251808,0.252832,0.268192
5726,0.050304,0.47984,2.26557,0.270208,0.262048,0.257952,0.252832,0.253856,0.268192
5727,0.04992,0.485856,2.26333,0.269184,0.262048,0.257952,0.251776,0.251776,0.268192
5728,0.050144,0.487456,2.55683,0.26816,0.259968,0.255872,0.251808,0.253856,0.266144
5729,0.050432,0.486752,2.26282,0.27024,0.262048,0.255904,0.251808,0.253824,0.268192
5730,0.050176,0.482688,2.26272,0.26816,0.260992,0.25792,0.251776,0.253856,0.266144
5731,0.049824,0.48432,2.2727,0.27024,0.265472,0.257952,0.251776,0.508832,0.26816
5732,0.050688,0.4824,2.26662,0.268192,0.262048,0.256928,0.251776,0.253856,0.268192
5733,0.049728,0.483584,2.26496,0.269184,0.262048,0.255872,0.251776,0.251776,0.266144
5734,0.04944,0.483424,2.27629,0.27024,0.259968,0.257952,0.251776,0.251808,0.267136
5735,0.050944,0.480288,2.5287,0.270208,0.264096,0.25792,0.397216,0.255232,0.276384
5736,0.050144,0.48416,2.26291,0.27024,0.259968,0.258944,0.251776,0.253856,0.26816
5737,0.048992,0.486528,2.27347,0.269216,0.262048,0.257952,0.251776,0.253856,0.266144
5738,0.050304,0.48848,2.26739,0.268192,0.262048,0.257952,0.251808,0.253824,0.268192
5739,0.050336,0.47936,2.54426,0.268192,0.259968,0.255904,0.251776,0.253856,0.268192
5740,0.049376,0.483872,2.27149,0.269216,0.26,0.257952,0.251776,0.253856,0.266144
5741,0.050336,0.484768,2.26512,0.268192,0.262016,0.25792,0.251808,0.253856,0.267168
5742,0.049984,0.483456,2.26227,0.26816,0.262048,0.257952,0.251776,0.253856,0.266112
5743,0.0504,0.757408,2.27165,0.26816,0.261024,0.25792,0.251808,0.253856,0.268192
5744,0.050528,0.48432,2.26304,0.27024,0.262048,0.257952,0.251808,0.252832,0.268192
5745,0.050176,0.486464,2.26406,0.268192,0.262016,0.257952,0.252832,0.251776,0.268192
5746,0.050016,0.48448,2.27283,0.270208,0.262016,0.512928,0.2552,0.253856,0.268192
5747,0.05056,0.485024,2.26499,0.269216,0.262048,0.257952,0.251776,0.253824,0.268192
5748,0.050432,0.483936,2.26109,0.27024,0.259968,0.25792,0.251776,0.253856,0.267136
5749,0.050208,0.485568,2.27248,0.27024,0.26,0.257952,0.251776,0.253856,0.266112
5750,0.050912,0.484832,2.53622,0.270208,0.262016,0.255872,0.251808,0.253856,0.268192
5751,0.050272,0.486336,2.25955,0.270208,0.262048,0.257952,0.251776,0.2528,0.268192
5752,0.050016,0.482496,2.27024,0.27024,0.262016,0.257952,0.252832,0.253856,0.26816
5753,0.050784,0.487872,2.26157,0.26816,0.262048,0.256928,0.251808,0.253856,0.26816
5754,0.050784,0.47888,2.54064,0.27024,0.262016,0.255872,0.251776,0.251776,0.268192
5755,0.049728,0.483424,2.26563,0.27024,0.262048,0.257952,0.251808,0.253856,0.268192
5756,0.050976,0.487424,2.264,0.268192,0.262048,0.257952,0.253856,0.253856,0.268192
5757,0.052896,0.48384,2.2649,0.27024,0.516,0.257952,0.253856,0.253856,0.26816
5758,0.050272,0.483168,2.3719,0.26816,0.262048,0.257952,0.251776,0.253856,0.266112
5759,0.050368,0.486048,2.26013,0.27024,0.262016,0.25792,0.251808,0.253856,0.268192
5760,0.050176,0.47872,2.26122,0.26816,0.263072,0.25792,0.253856,0.253824,0.26816
5761,0.0496,0.48096,2.26832,0.445344,0.416672,0.261344,0.253888,0.253824,0.272256
5762,0.050784,0.486048,2.26198,0.27024,0.262016,0.257952,0.252832,0.253856,0.26816
