Frame,"Comp_Sky (ms)","G-Buffer (ms)","RT (ms)","SVGF_Spatial_1 (ms)","SVGF_Spatial_16 (ms)","SVGF_Spatial_2 (ms)","SVGF_Spatial_4 (ms)","SVGF_Spatial_8 (ms)","SVGF_Temp (ms)"
283,0.0544,0.396704,2.22899,0.268192,0.255904,0.253824,0.247712,0.247712,0.270208
284,0.05424,0.399616,2.22176,0.268192,0.255872,0.253824,0.247712,0.24976,0.270208
285,0.056096,0.552064,2.49558,0.266112,0.398208,0.251776,0.24768,0.24768,0.270208
286,0.054048,0.399424,2.22867,0.266144,0.256928,0.253824,0.247712,0.247712,0.27024
287,0.054304,0.4,2.22304,0.266144,0.257952,0.251776,0.24768,0.248704,0.27024
288,0.0544,0.401056,2.22099,0.26816,0.255904,0.253856,0.388992,0.251104,0.270208
289,0.054208,0.398272,2.52208,0.268192,0.255904,0.253824,0.247712,0.247712,0.27024
290,0.05392,0.396064,2.22022,0.267168,0.257952,0.253856,0.247712,0.24976,0.27024
291,0.054144,0.397632,2.22138,0.266112,0.255872,0.251776,0.24768,0.24768,0.269184
292,0.0544,0.397728,2.36253,0.268192,0.255872,0.253856,0.247712,0.24768,0.278848
293,0.054784,0.67072,2.2247,0.266112,0.255904,0.251776,0.24768,0.247712,0.270208
294,0.054112,0.399168,2.22352,0.266112,0.255872,0.253856,0.24768,0.24768,0.272256
295,0.054208,0.398368,2.22707,0.268192,0.256896,0.251776,0.247712,0.247712,0.27024
296,0.054976,0.401824,2.39914,0.266112,0.261344,0.253824,0.247712,0.50576,0.27024
297,0.053824,0.396416,2.2201,0.266112,0.255872,0.251776,0.248704,0.24768,0.270208
298,0.054848,0.397344,2.22765,0.268192,0.255904,0.253856,0.248736,0.247712,0.27024
299,0.054656,0.398112,2.2255,0.266112,0.255872,0.254848,0.247712,0.247712,0.27024
300,0.055104,0.399584,2.38832,0.531328,0.255872,0.257248,0.24768,0.249728,0.270208
301,0.054464,0.39664,2.22957,0.268192,0.255904,0.253856,0.247712,0.247712,0.269216
302,0.054208,0.398592,2.22122,0.266112,0.255872,0.253856,0.24768,0.24768,0.269184
303,0.054208,0.400032,2.22122,0.266112,0.255872,0.253856,0.24768,0.24768,0.270208
304,0.054784,0.557568,2.50835,0.268192,0.255904,0.251776,0.247712,0.247712,0.272288
305,0.054368,0.398528,2.22138,0.268192,0.256928,0.251808,0.247712,0.24768,0.27024
306,0.054528,0.39744,2.22061,0.268192,0.256896,0.253856,0.24768,0.249728,0.270208
307,0.054592,0.398944,2.23082,0.268192,0.25936,0.253856,0.247712,0.387968,0.27024
308,0.054976,0.400288,2.50918,0.266112,0.257952,0.253856,0.247712,0.24976,0.27024
309,0.054592,0.397856,2.22182,0.268192,0.255872,0.2528,0.24768,0.24768,0.270208
310,0.054336,0.401728,2.22886,0.269216,0.255872,0.253856,0.247712,0.24768,0.270208
311,0.054624,0.39728,2.22067,0.424864,0.255872,0.255232,0.249728,0.24976,0.27024
312,0.054304,0.398016,2.50787,0.266112,0.255872,0.251776,0.24768,0.24768,0.270208
313,0.054368,0.397856,2.22941,0.266112,0.255872,0.253856,0.247712,0.24768,0.27024
314,0.054112,0.397664,2.21939,0.268192,0.255872,0.251776,0.24768,0.24976,0.270208
315,0.062944,0.397952,2.38733,0.266112,0.516992,0.253856,0.247712,0.249728,0.270208
316,0.053984,0.399232,2.23082,0.268192,0.256928,0.251776,0.247712,0.24976,0.27024
317,0.054912,0.400384,2.22256,0.266144,0.255904,0.251776,0.247712,0.248736,0.27024
318,0.054304,0.396768,2.22138,0.266112,0.255872,0.251776,0.246656,0.249728,0.270208
319,0.054656,0.396384,2.39075,0.266112,0.255904,0.509856,0.255232,0.249728,0.270208
320,0.053344,0.397152,2.22138,0.266144,0.255872,0.2528,0.24768,0.24768,0.27024
321,0.054144,0.396736,2.2217,0.265088,0.255904,0.253824,0.24768,0.24768,0.270208
322,0.05408,0.398048,2.22874,0.266144,0.255872,0.251776,0.247712,0.249728,0.269216
323,0.054656,0.399392,2.67274,0.266144,0.255872,0.251776,0.247712,0.24768,0.280448
324,0.054112,0.398336,2.21731,0.266112,0.255872,0.251776,0.24768,0.24768,0.270208
325,0.054496,0.397952,2.2297,0.266208,0.255872,0.25376,0.247712,0.24768,0.27024
326,0.060512,0.398176,2.2231,0.268192,0.40848,0.251808,0.247712,0.249728,0.27024
327,0.05424,0.401376,2.50147,0.266112,0.255872,0.253856,0.24768,0.24768,0.270208
328,0.054208,0.399136,2.23136,0.266112,0.255904,0.251808,0.24768,0.248736,0.27024
329,0.054464,0.3968,2.21946,0.266112,0.255904,0.253856,0.248704,0.24976,0.27024
330,0.05424,0.398496,2.22317,0.266112,0.255872,0.391072,0.253184,0.249728,0.270208
331,0.054528,0.399616,2.52499,0.268192,0.255904,0.253856,0.247712,0.24976,0.27024
332,0.054784,0.400864,2.21981,0.268192,0.255872,0.251808,0.245632,0.249728,0.269216
333,0.054464,0.399136,2.2208,0.266112,0.257952,0.251776,0.24768,0.24768,0.269184
334,0.054272,0.397536,2.39098,0.266144,0.255904,0.253856,0.24768,0.247712,0.274304
335,0.054784,0.68992,2.22467,0.266112,0.255872,0.253856,0.24768,0.24768,0.270208
336,0.054368,0.399712,2.22288,0.26816,0.255872,0.251776,0.24768,0.247712,0.270208
337,0.0544,0.398048,2.22896,0.266144,0.256928,0.251776,0.247712,0.24976,0.27024
338,0.05488,0.401248,2.39798,0.266144,0.261376,0.251776,0.247712,0.511904,0.27024
339,0.054336,0.399968,2.22288,0.26816,0.255872,0.251776,0.246656,0.249728,0.270208
340,0.054464,0.396192,2.22781,0.268192,0.255872,0.252832,0.247712,0.249728,0.270208
341,0.054112,0.39936,2.22099,0.266112,0.25792,0.252832,0.247712,0.247712,0.270208
342,0.054784,0.400128,2.38333,0.52928,0.255872,0.2552,0.24768,0.24768,0.270208
343,0.054464,0.398848,2.22995,0.268192,0.255872,0.251776,0.247712,0.247712,0.269216
344,0.05408,0.399328,2.22179,0.266112,0.255872,0.251808,0.247712,0.24768,0.270208
345,0.054112,0.40096,2.22042,0.266112,0.255872,0.253856,0.24768,0.24768,0.270208
346,0.054656,0.57152,2.50755,0.268192,0.255904,0.251808,0.24768,0.24768,0.270208
347,0.054208,0.397952,2.22195,0.266144,0.256896,0.253824,0.245632,0.247712,0.27024
348,0.054048,0.397024,2.22352,0.266112,0.256896,0.251776,0.24768,0.24976,0.270208
349,0.054624,0.398176,2.23053,0.268192,0.261408,0.253856,0.247712,0.390048,0.27024
350,0.054336,0.400672,2.51062,0.266144,0.257952,0.253856,0.247712,0.24976,0.27024
351,0.056288,0.396672,2.21933,0.266112,0.25792,0.2528,0.24768,0.24976,0.270208
352,0.054432,0.398208,2.23024,0.267136,0.255872,0.253824,0.24768,0.249728,0.270208
353,0.054528,0.398848,2.22144,0.407456,0.257952,0.25728,0.249728,0.24976,0.270208
354,0.054176,0.398048,2.50685,0.268192,0.25792,0.253856,0.24768,0.249728,0.270208
355,0.053984,0.397024,2.23005,0.268192,0.255872,0.253824,0.247712,0.24976,0.27024
356,0.054496,0.400896,2.2168,0.266112,0.257952,0.253856,0.24768,0.24976,0.270208
357,0.056128,0.398432,2.3825,0.266112,0.673664,0.253824,0.24768,0.249728,0.27024
358,0.054048,0.397856,2.22768,0.268192,0.257952,0.253856,0.247712,0.248736,0.27024
359,0.054016,0.402368,2.21907,0.268192,0.25792,0.253856,0.24768,0.248736,0.27024
360,0.054528,0.39808,2.21821,0.266112,0.257952,0.253856,0.248704,0.24768,0.270208
361,0.05408,0.398912,2.50221,0.268192,0.255904,0.253856,0.249728,0.24976,0.278432
362,0.054432,0.399424,2.2192,0.266112,0.25792,0.253824,0.247712,0.24976,0.27024
363,0.054368,0.397632,2.21782,0.26816,0.25792,0.253856,0.24768,0.24976,0.270208
364,0.054272,0.397632,2.22784,0.268192,0.256928,0.253856,0.24768,0.249728,0.268192
365,0.054752,0.40192,2.82035,0.266112,0.257952,0.253824,0.247712,0.247712,0.278432
366,0.054016,0.396704,2.21914,0.266112,0.25792,0.253856,0.24768,0.249728,0.270208
367,0.054112,0.398336,2.22717,0.266112,0.255872,0.253856,0.24768,0.24976,0.270208
368,0.054624,0.399104,2.22064,0.266144,0.265472,0.253856,0.249728,0.409504,0.27024
369,0.054464,0.3976,2.50861,0.268192,0.25792,0.251776,0.399232,0.253184,0.27024
370,0.05424,0.39808,2.22928,0.268192,0.257952,0.2528,0.247712,0.249728,0.270208
371,0.054272,0.399872,2.22109,0.266112,0.257952,0.25488,0.247712,0.24976,0.27024
372,0.054048,0.39856,2.21968,0.267136,0.447392,0.253824,0.24768,0.24768,0.270208
373,0.054368,0.398144,2.41184,0.266112,0.257952,0.253856,0.24768,0.24768,0.27024
374,0.054304,0.399712,2.22256,0.266144,0.255872,0.251776,0.248736,0.24976,0.27024
375,0.054048,0.397152,2.21853,0.26816,0.25792,0.2528,0.24768,0.249728,0.270208
376,0.054208,0.398624,2.22749,0.441248,0.255904,0.2552,0.24976,0.24976,0.27024
377,0.054176,0.398592,2.38912,0.268192,0.257952,0.253824,0.247712,0.24976,0.270208
378,0.054368,0.396608,2.22083,0.26816,0.25792,0.420768,0.255104,0.251776,0.270208
379,0.054848,0.60976,2.41856,0.266144,0.255872,0.253856,0.247712,0.24976,0.268192
380,0.054016,0.579392,2.41152,0.268192,0.25792,0.253856,0.247712,0.249728,0.272288
381,0.054496,0.40016,2.63738,0.26816,0.255872,0.253824,0.24768,0.24976,0.270208
382,0.0544,0.399872,2.23091,0.268192,0.255936,0.253856,0.247712,0.248736,0.27024
383,0.054464,0.399104,2.2223,0.266144,0.25792,0.253856,0.249728,0.248704,0.27024
384,0.054688,0.398784,2.62358,0.26816,0.25792,0.253856,0.24768,0.24976,0.270208
385,0.053952,0.39792,2.22384,0.26816,0.257952,0.253856,0.24768,0.250752,0.27024
386,0.054144,0.400128,2.22429,0.268192,0.25792,0.253856,0.24768,0.250784,0.27024
387,0.34672,0.399072,2.21856,0.26816,0.25792,0.593824,0.253184,0.251808,0.270208
388,0.054848,0.40064,2.22778,0.268192,0.256928,0.253856,0.247712,0.249728,0.27024
389,0.054144,0.399168,2.22493,0.26816,0.25792,0.253856,0.24768,0.248704,0.270208
390,0.05408,0.401632,2.22291,0.268192,0.25792,0.253856,0.24768,0.248704,0.270208
391,0.054336,0.399904,2.22957,0.266144,0.257952,0.438784,0.256608,0.251776,0.27024
392,0.055136,0.57248,2.22211,0.26816,0.257888,0.253824,0.247712,0.247712,0.270208
393,0.05424,0.400768,2.2223,0.268192,0.256896,0.253856,0.24768,0.249728,0.270208
394,0.053888,0.401024,2.2272,0.268192,0.256928,0.253856,0.247712,0.24768,0.27024
395,0.054528,0.401056,2.43104,0.268192,0.25792,0.38592,0.253152,0.249728,0.274336
396,0.05392,0.436064,2.21984,0.26816,0.256896,0.253824,0.24768,0.24768,0.270208
397,0.05392,0.40176,2.22877,0.26816,0.256928,0.253824,0.247712,0.24976,0.270208
398,0.054016,0.398208,2.21891,0.26816,0.25792,0.253856,0.24768,0.248736,0.27024
399,0.054496,0.397408,2.52662,0.266112,0.255872,0.253824,0.24768,0.24976,0.270208
400,0.053952,0.399072,2.22925,0.266144,0.257952,0.253824,0.246752,0.249696,0.27024
401,0.0544,0.399968,2.21664,0.26816,0.255872,0.252832,0.247712,0.249728,0.270208
402,0.053984,0.39904,2.21725,0.266112,0.255872,0.2528,0.24768,0.249728,0.27024
403,0.0544,0.4056,2.53994,0.266112,0.256,0.253856,0.24768,0.24976,0.270208
404,0.053984,0.397312,2.22006,0.26816,0.255872,0.253856,0.24768,0.24976,0.271264
405,0.05456,0.397856,2.22128,0.266112,0.255872,0.251776,0.24768,0.249728,0.270208
406,0.053984,0.397856,2.23309,0.268192,0.257952,0.253856,0.247712,0.249728,0.27024
407,0.05488,0.70512,2.22186,0.268192,0.25792,0.253856,0.247712,0.249728,0.27024
408,0.053888,0.400384,2.22435,0.266112,0.25792,0.251776,0.24768,0.249728,0.270208
409,0.054624,0.398336,2.23149,0.268192,0.256896,0.253856,0.24768,0.24976,0.27024
410,0.054592,0.40064,2.22,0.26816,0.259968,0.253856,0.434688,0.258752,0.270208
411,0.054496,0.567968,2.22051,0.26816,0.255872,0.253824,0.24768,0.24976,0.270208
412,0.054112,0.396192,2.22883,0.268192,0.255872,0.253856,0.24768,0.24976,0.27024
413,0.0544,0.399392,2.22067,0.266112,0.256928,0.253856,0.247712,0.249728,0.27024
414,0.05696,0.39904,2.22118,0.451008,0.409504,0.260768,0.249728,0.249728,0.27024
415,0.054272,0.399456,2.23075,0.268192,0.256928,0.253824,0.247712,0.24976,0.270208
416,0.05456,0.400448,2.2223,0.266144,0.257952,0.253824,0.24976,0.248736,0.27024
417,0.056064,0.397216,2.21658,0.26816,0.25792,0.251776,0.248736,0.249728,0.270208
418,0.054624,0.3976,2.38771,0.266144,0.25792,0.509632,0.25648,0.251808,0.272288
419,0.054624,0.557984,2.22301,0.26816,0.257952,0.251776,0.24768,0.24976,0.270208
420,0.054112,0.398496,2.21843,0.26816,0.256896,0.253824,0.24768,0.249728,0.270208
421,0.054176,0.398496,2.23194,0.26816,0.25792,0.253856,0.24768,0.248736,0.27024
422,0.054688,0.398656,2.5263,0.266112,0.257888,0.253856,0.247712,0.247744,0.27024
423,0.054048,0.40016,2.2192,0.268192,0.255872,0.253824,0.248704,0.24768,0.270208
424,0.054272,0.399296,2.2311,0.266112,0.256032,0.252832,0.24768,0.249728,0.270208
425,0.057824,0.397728,2.21965,0.267168,0.25792,0.253824,0.247712,0.24976,0.27024
426,0.054272,0.397984,2.51901,0.266112,0.255872,0.253824,0.24768,0.24768,0.270208
427,0.054944,0.397888,2.22861,0.266144,0.255872,0.253824,0.247712,0.249728,0.269216
428,0.054432,0.39872,2.22179,0.266112,0.25792,0.253856,0.247712,0.247712,0.27024
429,0.054048,0.399008,2.22278,0.268192,0.25792,0.253856,0.24768,0.249728,0.27024
430,0.055296,0.700832,2.22755,0.268192,0.257952,0.251776,0.24976,0.249728,0.27024
431,0.05424,0.400192,2.22429,0.266112,0.256928,0.253856,0.24768,0.24976,0.270208
432,0.05408,0.398848,2.22131,0.266112,0.256896,0.253856,0.24768,0.24976,0.270208
433,0.054624,0.39712,2.22474,0.268192,0.261408,0.253856,0.247712,0.447392,0.27024
434,0.05456,0.561728,2.22733,0.266144,0.25792,0.253824,0.247712,0.24976,0.27024
435,0.054272,0.399296,2.22144,0.268192,0.25792,0.253856,0.24768,0.24768,0.272288
436,0.05392,0.399648,2.22995,0.266144,0.255968,0.251776,0.247712,0.247712,0.27024
437,0.054464,0.400992,2.22083,0.441248,0.518048,0.255232,0.24976,0.24976,0.27024
438,0.054304,0.398752,2.21955,0.268192,0.255872,0.253824,0.24768,0.248704,0.270208
439,0.054368,0.396576,2.22608,0.268192,0.255904,0.253856,0.248704,0.247712,0.27024
440,0.053536,0.404192,2.22042,0.268192,0.25792,0.253856,0.246688,0.24976,0.27024
441,0.054784,0.398752,2.51926,0.266112,0.25792,0.253856,0.24768,0.24768,0.270208
442,0.054048,0.398368,2.22742,0.268192,0.255872,0.253824,0.247712,0.248704,0.270208
443,0.054272,0.39808,2.21923,0.266112,0.255904,0.253856,0.246656,0.24976,0.27024
444,0.054176,0.397856,2.21974,0.268192,0.25792,0.2528,0.24768,0.24768,0.270208
445,0.054624,0.399072,2.53235,0.268192,0.255872,0.251808,0.247712,0.249728,0.27024
446,0.054816,0.40256,2.21968,0.266112,0.25792,0.2528,0.247712,0.24976,0.270208
447,0.054304,0.399744,2.2216,0.266112,0.255872,0.2528,0.24768,0.24768,0.26816
448,0.054272,0.39888,2.22755,0.267168,0.255872,0.253856,0.247712,0.24768,0.27024
449,0.05472,0.408,2.53059,0.268192,0.255904,0.253824,0.247712,0.24976,0.270208
450,0.054432,0.399424,2.22141,0.26816,0.255872,0.253856,0.247712,0.24768,0.270208
451,0.054048,0.400128,2.23104,0.26816,0.255872,0.253824,0.24768,0.24976,0.26816
452,0.057568,0.398848,2.40445,0.266112,0.535456,0.253856,0.247712,0.247712,0.27024
453,0.054912,0.39648,2.2247,0.26816,0.255872,0.253856,0.247712,0.248704,0.27024
454,0.054592,0.397504,2.23053,0.26816,0.255904,0.251776,0.245824,0.248576,0.270208
455,0.054496,0.3992,2.22259,0.266144,0.25792,0.253856,0.248736,0.24976,0.27024
456,0.054432,0.399808,2.21978,0.26816,0.25792,0.39104,0.255232,0.249728,0.272256
457,0.05488,0.700224,2.22835,0.26816,0.255904,0.251776,0.247712,0.24976,0.27024
458,0.054784,0.40128,2.22323,0.268192,0.256928,0.253824,0.247712,0.24976,0.270208
459,0.054368,0.399936,2.21917,0.266112,0.256896,0.253824,0.247712,0.24976,0.270208
460,0.054368,0.398688,2.51952,0.268192,0.255872,0.253856,0.247712,0.247712,0.278432
461,0.054464,0.400672,2.21984,0.266144,0.88256,0.251776,0.247712,0.247712,0.27024
462,0.0544,0.400288,2.22208,0.266112,0.25792,0.253856,0.24768,0.248704,0.270208
463,0.053952,0.400288,2.22842,0.268192,0.255904,0.251776,0.247712,0.248736,0.27024
464,0.05536,0.399424,2.52774,0.266112,0.257952,0.253824,0.247712,0.247712,0.27024
465,0.05424,0.398912,2.2153,0.268192,0.255904,0.2528,0.24768,0.24768,0.270208
466,0.054464,0.398752,2.2279,0.267168,0.255904,0.253824,0.247712,0.24976,0.27024
467,0.054336,0.40048,2.22179,0.266112,0.25792,0.253824,0.247712,0.24976,0.269216
468,0.05456,0.403648,2.5128,0.26816,0.255872,0.253856,0.24768,0.249728,0.270208
469,0.05424,0.400448,2.23066,0.26816,0.255872,0.253856,0.24768,0.24976,0.268192
470,0.054592,0.400352,2.21869,0.266144,0.255872,0.253856,0.247712,0.24768,0.27024
471,0.060672,0.398752,2.21792,0.266112,0.52624,0.251776,0.24768,0.249728,0.270208
472,0.054304,0.397728,2.23283,0.26816,0.256928,0.253856,0.24768,0.247712,0.27024
473,0.05584,0.399392,2.23674,0.26816,0.255904,0.253856,0.24768,0.248736,0.274336
474,0.054048,0.412544,2.22227,0.266112,0.255872,0.253856,0.246688,0.249728,0.270208
475,0.053888,0.407968,2.22653,0.268192,0.449408,0.253856,0.248736,0.24976,0.27024
476,0.054944,0.402528,2.5559,0.431008,0.257952,0.259296,0.24976,0.249728,0.27024
477,0.054528,0.397664,2.21869,0.267136,0.257952,0.251776,0.247712,0.24768,0.270208
478,0.054496,0.400096,2.22848,0.268192,0.255904,0.253856,0.247712,0.247712,0.269216
479,0.054816,0.400736,2.49341,0.268192,0.255872,0.251776,0.247712,0.24768,0.28048
480,0.054464,0.4,2.22336,0.266112,0.255872,0.253824,0.24768,0.24768,0.270208
481,0.054656,0.396768,2.22893,0.266144,0.255872,0.253856,0.247712,0.249728,0.27024
482,0.054304,0.400448,2.22285,0.266144,0.256928,0.253856,0.247712,0.249728,0.27024
483,0.0544,0.3968,2.5137,0.268192,0.255872,0.251776,0.247712,0.24768,0.27024
484,0.054656,0.397248,2.2247,0.268192,0.255872,0.253824,0.247712,0.248736,0.270208
485,0.054016,0.397536,2.21878,0.266144,0.255872,0.253856,0.248736,0.247712,0.268192
486,0.054208,0.397376,2.22317,0.266112,0.255872,0.253824,0.246656,0.24768,0.27024
487,0.054496,0.398048,2.52429,0.266144,0.255872,0.253856,0.247712,0.249728,0.27024
488,0.054208,0.399232,2.22042,0.267168,0.255872,0.253856,0.247712,0.247712,0.270208
489,0.05424,0.398528,2.21718,0.267136,0.255872,0.253856,0.24768,0.24768,0.270208
490,0.05408,0.3976,2.23101,0.266144,0.255904,0.251776,0.247712,0.24976,0.269216
491,0.054464,0.403584,2.52038,0.266144,0.255872,0.253856,0.247712,0.24976,0.27024
492,0.054336,0.39728,2.2215,0.268192,0.255872,0.251776,0.24768,0.249728,0.27024
493,0.054336,0.398432,2.22685,0.26816,0.255872,0.251808,0.24768,0.24976,0.270208
494,0.065024,0.401312,2.22051,0.26816,0.538496,0.253824,0.24768,0.24976,0.270208
495,0.053856,0.399488,2.21894,0.266112,0.256896,0.253824,0.245632,0.24768,0.27024
496,0.054176,0.39696,2.2319,0.268192,0.255904,0.253856,0.247712,0.248736,0.27024
497,0.0544,0.397408,2.22349,0.268192,0.257952,0.251808,0.247712,0.248736,0.27024
498,0.054368,0.397824,2.22195,0.268192,0.25792,0.253824,0.513952,0.253184,0.27024
499,0.054592,0.563872,2.23011,0.266144,0.255936,0.253824,0.247712,0.24976,0.27024
500,0.054592,0.398816,2.22442,0.266144,0.255904,0.253856,0.247712,0.24768,0.27024
501,0.054144,0.400832,2.22006,0.266112,0.256896,0.253824,0.247712,0.24768,0.27024
502,0.054656,0.39984,2.39754,0.535424,0.255872,0.261408,0.249728,0.24976,0.27024
503,0.054464,0.400544,2.22045,0.267168,0.25792,0.253856,0.247712,0.24768,0.270208
504,0.054048,0.397952,2.22461,0.266112,0.25792,0.251776,0.24768,0.249728,0.269216
505,0.053856,0.3976,2.2311,0.268192,0.255904,0.253824,0.247712,0.24976,0.269216
506,0.054848,0.398624,2.51235,0.268192,0.255872,0.251776,0.247712,0.247712,0.27024
507,0.054176,0.399712,2.21613,0.266112,0.25792,0.251776,0.246656,0.24768,0.270208
508,0.054272,0.398048,2.22797,0.268192,0.255904,0.2528,0.24768,0.24976,0.27024
509,0.054208,0.39952,2.22451,0.266144,0.255872,0.252832,0.24768,0.24976,0.27024
510,0.054528,0.400832,2.51498,0.268192,0.255904,0.253856,0.24768,0.247712,0.271648
511,0.054528,0.4,2.22621,0.268192,0.255872,0.251776,0.24768,0.247712,0.269184
512,0.054144,0.397024,2.22109,0.266112,0.255872,0.253856,0.247712,0.249728,0.269216
513,0.0544,0.397344,2.2201,0.268192,0.257952,0.253856,0.247712,0.249728,0.27024
514,0.054528,0.404,2.51722,0.266112,0.25792,0.253824,0.24768,0.24768,0.269504
515,0.05456,0.399552,2.21968,0.266112,0.257952,0.253856,0.24768,0.24976,0.270208
516,0.054496,0.39936,2.2177,0.266112,0.255904,0.251808,0.247712,0.24976,0.270208
517,0.342048,0.39872,2.224,0.266112,0.256896,0.253824,0.24768,0.247712,0.270208
518,0.054464,0.4048,2.22547,0.26816,0.256896,0.253856,0.24768,0.24976,0.27024
519,0.054176,0.39824,2.22013,0.26816,0.25792,0.251808,0.247712,0.248736,0.27024
520,0.053824,0.39552,2.22922,0.26816,0.25792,0.253824,0.24768,0.248704,0.270208
521,0.054752,0.398976,2.2193,0.266112,0.25792,0.253824,0.504704,0.253216,0.27024
522,0.05488,0.566176,2.21955,0.26816,0.257952,0.253856,0.24768,0.24976,0.270208
523,0.05376,0.398656,2.23008,0.266112,0.25792,0.253824,0.24768,0.24976,0.270208
524,0.054272,0.399232,2.2247,0.268192,0.256928,0.253856,0.247712,0.24768,0.27024
525,0.0544,0.396704,2.22154,0.271616,0.261312,0.253856,0.247712,0.404384,0.461696
526,0.05424,0.396672,2.2289,0.266112,0.255872,0.253824,0.248704,0.249728,0.270208
527,0.054784,0.398848,2.2233,0.268192,0.257952,0.251776,0.248736,0.24976,0.27024
528,0.054304,0.399424,2.22045,0.268192,0.257952,0.252832,0.24768,0.24976,0.27024
529,0.054432,0.397792,2.52458,0.266112,0.255872,0.251776,0.24768,0.249728,0.26944
530,0.054368,0.400064,2.22422,0.266112,0.256896,0.253856,0.24768,0.24976,0.270208
531,0.054272,0.397216,2.21898,0.266144,0.255904,0.253856,0.247712,0.248736,0.27024
532,0.053984,0.39776,2.23053,0.26816,0.25792,0.253824,0.24768,0.248704,0.270208
533,0.054656,0.398976,2.51066,0.266112,0.255872,0.253856,0.24976,0.24976,0.269536
534,0.054688,0.398336,2.22157,0.268192,0.255904,0.252832,0.247712,0.24976,0.27024
535,0.054496,0.39696,2.22733,0.266112,0.255872,0.2528,0.24768,0.249728,0.270208
536,0.054016,0.400416,2.22182,0.267168,0.255872,0.253824,0.247712,0.24976,0.27024
537,0.054368,0.39824,2.50842,0.266144,0.255904,0.253856,0.249728,0.247712,0.269536
538,0.0544,0.39904,2.22752,0.266112,0.255872,0.25184,0.247648,0.24768,0.269184
539,0.053984,0.398432,2.22362,0.266112,0.255872,0.253856,0.24768,0.24976,0.269184
540,0.054272,0.397248,2.22003,0.266144,0.255904,0.253856,0.247712,0.24976,0.27024
541,0.0544,0.693696,2.23069,0.26816,0.255872,0.253824,0.24768,0.249728,0.270208
542,0.054336,0.401216,2.22173,0.266144,0.257952,0.253856,0.24976,0.249728,0.27024
543,0.054272,0.400064,2.21904,0.268192,0.256896,0.253856,0.24768,0.24976,0.27024
544,0.05392,0.399136,2.22941,0.26816,0.521088,0.253824,0.245632,0.249728,0.270208
545,0.054624,0.399104,2.39824,0.26816,0.255872,0.253856,0.24768,0.24976,0.269568
546,0.054144,0.400064,2.2208,0.268192,0.257952,0.253824,0.247712,0.247712,0.27024
547,0.054048,0.398976,2.22838,0.26816,0.255872,0.253824,0.249728,0.24768,0.270208
548,0.054752,0.39776,2.21926,0.530624,0.25792,0.26208,0.251808,0.249728,0.27024
549,0.054688,0.400128,2.22016,0.267136,0.255904,0.253856,0.24976,0.24976,0.27024
